hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,83,2016,November,24,19,4,3,2,2,0,BB,USA,Offline TA/TO,TA/TO,1,2,1,F,C,0,No Deposit,163,20.0,3,Contract,149.46,0,1,No-Show,2016-09-29
Resort Hotel,0,181,2016,February,33,11,3,7,1,2,1,FB,FRA,Direct,GDS,1,2,4,G,E,3,No Deposit,111,581.0,15,Contract,149.46,1,2,No-Show,2016-01-21
City Hotel,0,179,2016,May,15,24,0,2,2,2,0,HB,FRA,Corporate,TA/TO,0,0,2,A,C,4,Non Refund,338,159.0,15,Transient-Party,149.46,2,3,Check-Out,2017-11-22
Resort Hotel,0,195,2017,August,30,28,0,4,4,0,0,Undefined,BRA,Direct,GDS,1,2,4,E,B,3,No Deposit,146,136.0,1,Transient,149.46,0,2,Check-Out,2017-03-14
City Hotel,0,76,2016,March,41,5,1,10,2,0,0,Undefined,PRT,Direct,TA/TO,1,0,4,C,B,1,Refundable,158,424.0,8,Group,149.46,0,2,Check-Out,2017-12-28
Resort Hotel,1,273,2015,February,33,24,0,7,3,0,1,BB,ITA,Offline TA/TO,TA/TO,0,1,2,C,A,2,Refundable,167,463.0,1,Transient-Party,149.46,0,3,Canceled,2015-11-24
Resort Hotel,0,54,2015,May,11,29,3,6,4,0,0,HB,DEU,Corporate,Direct,0,0,4,E,A,1,No Deposit,117,617.0,6,Transient,149.46,2,1,Canceled,2015-03-01
Resort Hotel,0,97,2015,April,9,19,0,9,2,2,0,Undefined,GBR,Direct,Direct,1,1,3,E,E,1,Refundable,229,439.0,13,Contract,149.46,0,2,Canceled,2017-11-11
City Hotel,1,116,2016,April,13,31,3,7,2,1,0,BB,ESP,Direct,Corporate,0,0,0,F,B,0,No Deposit,29,564.0,0,Contract,149.46,1,4,Canceled,2015-07-18
Resort Hotel,1,133,2015,December,15,6,2,3,3,0,0,SC,PRT,Corporate,GDS,1,1,2,B,A,3,Non Refund,369,593.0,13,Transient-Party,149.46,2,2,Canceled,2017-03-23
City Hotel,0,379,2017,November,28,24,1,2,1,0,1,HB,ESP,Direct,TA/TO,1,2,0,D,G,4,Refundable,58,691.0,15,Transient-Party,149.46,2,0,No-Show,2016-09-27
City Hotel,0,154,2017,July,18,21,2,4,3,2,0,Undefined,USA,Online TA,Direct,0,1,1,D,A,3,Non Refund,159,750.0,13,Group,149.46,1,3,Check-Out,2017-04-13
City Hotel,0,125,2016,September,35,2,3,9,3,2,0,BB,Other,Offline TA/TO,GDS,0,1,2,A,C,4,No Deposit,276,432.0,14,Group,149.46,1,4,Check-Out,2016-10-14
Resort Hotel,0,131,2016,November,42,16,2,1,2,0,0,Undefined,Other,Corporate,Direct,1,1,3,B,F,4,Non Refund,464,353.0,17,Contract,149.46,0,1,No-Show,2015-06-10
Resort Hotel,1,330,2017,May,26,14,3,8,1,0,1,SC,PRT,Online TA,GDS,0,2,2,B,F,4,Non Refund,74,158.0,9,Group,149.46,0,0,Check-Out,2016-10-28
Resort Hotel,0,157,2016,November,40,13,2,7,3,2,1,FB,ITA,Offline TA/TO,Corporate,1,0,1,G,F,0,Non Refund,186,989.0,18,Group,149.46,0,2,Check-Out,2016-06-20
Resort Hotel,1,179,2016,April,15,5,3,8,2,2,0,HB,PRT,Offline TA/TO,GDS,0,0,4,B,D,1,Refundable,118,160.0,19,Contract,149.46,2,2,Check-Out,2017-11-10
City Hotel,1,96,2017,September,29,29,4,7,1,2,1,SC,PRT,Corporate,Corporate,0,1,2,E,G,3,No Deposit,270,150.0,16,Group,149.46,2,5,Check-Out,2016-05-12
Resort Hotel,0,178,2015,August,48,1,0,7,2,1,0,FB,BRA,Corporate,Direct,0,0,3,C,F,3,No Deposit,449,417.0,17,Transient,149.46,2,5,No-Show,2015-06-22
Resort Hotel,1,291,2015,May,4,2,0,7,4,2,1,FB,ESP,Online TA,Corporate,1,1,3,G,A,4,Refundable,41,912.0,11,Contract,149.46,0,1,No-Show,2016-06-21
City Hotel,1,390,2015,September,46,21,4,10,4,2,1,BB,GBR,Online TA,TA/TO,1,0,1,F,D,2,Non Refund,316,917.0,17,Transient,149.46,0,1,No-Show,2015-03-21
City Hotel,0,225,2015,June,25,11,3,5,1,1,0,Undefined,Other,Online TA,Corporate,1,1,0,E,B,1,No Deposit,51,965.0,10,Transient-Party,149.46,0,3,Check-Out,2015-04-03
City Hotel,1,306,2016,May,35,5,3,4,4,0,1,FB,NLD,Direct,TA/TO,0,1,1,D,E,0,Non Refund,332,107.0,6,Transient-Party,149.46,0,1,No-Show,2016-01-28
City Hotel,1,272,2017,April,18,28,4,5,4,2,0,BB,USA,Corporate,Corporate,0,2,1,B,E,2,No Deposit,383,113.0,6,Group,149.46,1,2,No-Show,2015-01-09
Resort Hotel,0,282,2016,February,22,28,3,3,4,2,0,HB,USA,Direct,Corporate,1,1,0,A,F,4,Refundable,111,955.0,10,Transient-Party,149.46,1,3,Canceled,2015-10-20
Resort Hotel,0,50,2016,April,25,29,4,8,2,0,0,HB,DEU,Online TA,Corporate,0,2,4,G,A,0,Non Refund,176,868.0,10,Group,149.46,1,3,No-Show,2016-09-09
Resort Hotel,0,347,2017,May,34,2,0,2,3,0,0,HB,GBR,Offline TA/TO,TA/TO,0,1,4,D,E,4,No Deposit,80,815.0,7,Transient-Party,149.46,0,4,Canceled,2015-11-06
Resort Hotel,1,295,2016,October,23,2,4,9,4,1,1,HB,BRA,Corporate,Direct,0,0,4,B,F,0,Non Refund,255,978.0,18,Transient-Party,149.46,0,1,Check-Out,2016-02-20
Resort Hotel,1,170,2016,March,23,24,3,10,3,2,0,SC,GBR,Corporate,TA/TO,1,0,1,C,C,0,Non Refund,496,642.0,13,Contract,149.46,1,0,Check-Out,2015-10-15
Resort Hotel,0,330,2015,November,22,18,2,5,4,2,1,BB,ITA,Corporate,TA/TO,0,0,2,F,A,1,Refundable,20,838.0,11,Contract,149.46,0,2,Canceled,2015-05-04
Resort Hotel,1,71,2016,March,4,30,3,3,1,1,0,SC,Other,Offline TA/TO,Corporate,1,2,1,D,B,3,Refundable,358,284.0,17,Transient-Party,149.46,2,1,No-Show,2015-06-28
City Hotel,1,255,2017,February,48,21,4,3,3,2,0,Undefined,GBR,Corporate,GDS,0,2,2,A,G,3,No Deposit,469,359.0,12,Transient-Party,149.46,2,2,Check-Out,2017-04-10
Resort Hotel,0,144,2015,June,10,26,4,4,3,2,1,BB,USA,Corporate,GDS,1,1,0,D,F,0,Non Refund,65,19.0,18,Transient-Party,149.46,0,4,Check-Out,2017-11-01
Resort Hotel,0,103,2015,April,49,20,1,9,1,1,1,Undefined,USA,Offline TA/TO,Direct,1,1,1,G,D,4,No Deposit,110,592.0,5,Contract,149.46,1,1,Check-Out,2017-06-16
Resort Hotel,1,298,2016,February,30,18,2,6,4,0,1,FB,FRA,Offline TA/TO,TA/TO,1,0,1,D,E,2,Refundable,222,459.0,18,Group,149.46,1,2,Canceled,2016-05-28
City Hotel,0,298,2017,May,49,27,0,10,2,2,0,BB,PRT,Direct,TA/TO,1,0,3,B,F,4,Refundable,369,285.0,2,Transient-Party,149.46,1,4,Canceled,2017-03-12
City Hotel,1,252,2017,May,48,24,1,10,4,2,0,BB,GBR,Offline TA/TO,Corporate,0,2,0,A,G,1,Refundable,410,68.0,1,Group,149.46,1,4,Canceled,2016-10-27
Resort Hotel,1,222,2015,February,41,11,2,5,3,0,0,BB,PRT,Corporate,Direct,1,1,3,D,A,3,Non Refund,52,595.0,0,Contract,149.46,2,5,Canceled,2015-12-03
City Hotel,1,57,2017,May,32,9,1,5,3,1,1,BB,DEU,Corporate,Corporate,0,2,3,G,B,2,No Deposit,252,646.0,2,Transient-Party,149.46,2,4,No-Show,2017-12-26
City Hotel,0,383,2016,June,22,4,1,1,1,0,1,HB,Other,Corporate,GDS,1,1,1,C,D,0,Non Refund,4,943.0,18,Contract,149.46,2,3,Check-Out,2017-10-31
Resort Hotel,0,11,2017,September,27,21,4,1,1,2,0,SC,PRT,Offline TA/TO,Direct,0,1,2,A,E,2,No Deposit,209,82.0,16,Group,149.46,1,3,No-Show,2017-04-23
City Hotel,0,58,2016,October,23,21,4,3,4,2,1,Undefined,ITA,Offline TA/TO,Corporate,1,1,0,A,B,3,Non Refund,221,74.0,12,Group,149.46,0,3,No-Show,2017-04-02
Resort Hotel,0,257,2016,May,11,16,0,8,3,0,0,BB,BRA,Corporate,TA/TO,0,2,1,F,D,0,Non Refund,479,988.0,13,Group,149.46,0,3,Check-Out,2017-10-10
Resort Hotel,1,168,2015,May,39,3,3,6,1,2,0,BB,FRA,Online TA,Direct,0,0,0,A,B,0,Refundable,192,981.0,13,Transient-Party,149.46,1,3,No-Show,2015-11-13
Resort Hotel,1,106,2016,October,6,14,3,2,1,0,1,BB,ITA,Offline TA/TO,Direct,0,0,3,A,E,1,Refundable,391,949.0,11,Transient,149.46,1,3,Canceled,2017-08-23
Resort Hotel,1,110,2016,August,41,25,3,7,3,2,0,BB,NLD,Online TA,Corporate,1,0,2,E,B,4,Non Refund,28,283.0,7,Group,149.46,1,5,Canceled,2017-09-02
Resort Hotel,1,52,2017,October,8,16,0,1,2,0,1,Undefined,USA,Corporate,Direct,0,0,1,F,D,1,Refundable,375,294.0,8,Transient,149.46,1,4,No-Show,2016-04-27
City Hotel,1,9,2015,February,45,18,4,4,4,0,0,HB,BRA,Direct,TA/TO,0,0,2,G,E,0,Refundable,61,153.0,15,Group,149.46,0,2,Canceled,2017-07-25
City Hotel,1,180,2017,November,31,19,2,5,2,1,1,Undefined,ESP,Direct,TA/TO,0,1,2,E,C,2,Non Refund,348,204.0,8,Group,149.46,1,2,Canceled,2017-08-29
Resort Hotel,1,259,2015,July,39,1,0,2,4,1,1,SC,FRA,Online TA,TA/TO,1,1,1,F,A,0,No Deposit,489,253.0,13,Transient,149.46,0,5,Canceled,2017-05-02
City Hotel,1,328,2015,January,40,4,0,1,4,0,1,HB,DEU,Corporate,Direct,1,2,0,G,D,1,No Deposit,377,249.0,0,Transient-Party,149.46,1,5,No-Show,2015-10-11
Resort Hotel,0,267,2015,August,35,8,0,3,1,0,1,SC,BRA,Offline TA/TO,Corporate,0,0,4,B,A,0,No Deposit,67,943.0,8,Transient,149.46,2,3,Canceled,2016-01-30
Resort Hotel,0,8,2016,August,27,20,2,3,3,1,0,BB,PRT,Offline TA/TO,Direct,1,1,1,B,G,4,No Deposit,33,841.0,11,Contract,149.46,2,2,Canceled,2016-11-27
Resort Hotel,1,149,2015,June,24,13,4,4,2,0,0,Undefined,PRT,Online TA,GDS,1,2,4,C,E,3,Non Refund,140,492.0,12,Contract,149.46,2,2,Check-Out,2016-08-23
Resort Hotel,1,14,2017,December,15,16,1,6,4,1,1,SC,FRA,Corporate,Direct,1,1,0,G,D,0,Refundable,444,552.0,14,Group,149.46,0,2,Check-Out,2015-05-02
City Hotel,1,59,2016,April,31,3,3,4,4,0,0,BB,FRA,Online TA,Direct,1,2,1,A,A,2,No Deposit,342,971.0,2,Contract,149.46,2,2,Check-Out,2015-08-18
Resort Hotel,1,84,2015,August,47,24,3,5,3,1,0,HB,NLD,Offline TA/TO,Corporate,1,2,2,G,A,2,Non Refund,310,211.0,14,Transient-Party,149.46,2,1,No-Show,2017-09-15
City Hotel,1,264,2016,February,45,5,0,8,2,0,0,Undefined,USA,Direct,Corporate,0,1,0,A,F,0,No Deposit,213,877.0,0,Contract,149.46,1,2,Check-Out,2017-01-04
City Hotel,0,189,2016,April,46,19,3,9,2,1,1,SC,ITA,Corporate,GDS,1,1,1,F,F,4,Non Refund,420,273.0,6,Transient-Party,149.46,1,4,Check-Out,2016-04-24
City Hotel,0,5,2017,July,32,14,2,1,4,2,1,HB,DEU,Direct,GDS,1,0,0,D,B,2,Non Refund,488,708.0,19,Transient,149.46,1,3,Canceled,2015-04-13
City Hotel,0,63,2017,January,21,10,2,9,4,2,0,Undefined,DEU,Corporate,Direct,0,0,2,E,B,1,Non Refund,58,890.0,11,Group,149.46,2,3,No-Show,2015-06-02
City Hotel,1,189,2015,September,4,1,2,6,2,2,0,SC,ESP,Corporate,GDS,0,1,1,F,D,2,No Deposit,48,353.0,18,Transient-Party,149.46,1,0,No-Show,2017-03-06
City Hotel,1,158,2015,September,25,12,1,8,2,2,0,SC,DEU,Direct,Corporate,0,1,3,B,C,0,Refundable,422,285.0,7,Contract,149.46,2,2,Canceled,2016-04-21
City Hotel,0,48,2017,July,26,10,1,7,4,2,0,SC,GBR,Offline TA/TO,TA/TO,1,0,3,F,F,3,No Deposit,240,707.0,7,Transient-Party,149.46,2,1,Canceled,2017-04-19
City Hotel,1,268,2016,May,52,25,4,10,1,0,1,SC,BRA,Offline TA/TO,GDS,0,1,0,A,G,3,Refundable,183,15.0,11,Transient,149.46,2,1,Canceled,2015-07-09
Resort Hotel,1,319,2015,October,30,14,3,6,4,1,0,FB,DEU,Offline TA/TO,GDS,0,1,2,D,C,3,Non Refund,467,913.0,9,Group,149.46,0,4,No-Show,2016-06-20
Resort Hotel,0,86,2017,June,28,6,0,3,1,2,1,FB,NLD,Direct,TA/TO,1,0,3,D,D,3,Refundable,8,63.0,7,Transient,149.46,2,2,Canceled,2015-06-20
Resort Hotel,0,378,2017,May,50,4,4,10,3,0,1,BB,NLD,Corporate,TA/TO,1,0,0,B,G,1,No Deposit,180,630.0,10,Transient-Party,149.46,1,2,Check-Out,2018-01-04
City Hotel,0,112,2015,June,33,7,4,2,1,1,0,SC,ITA,Corporate,TA/TO,0,1,2,A,F,0,Refundable,80,741.0,10,Transient-Party,149.46,1,2,No-Show,2017-09-05
Resort Hotel,0,162,2017,February,19,27,4,2,2,2,0,SC,ITA,Corporate,Direct,1,1,0,F,F,4,No Deposit,36,310.0,19,Transient-Party,149.46,2,5,Check-Out,2015-01-08
Resort Hotel,0,92,2015,August,45,2,4,5,3,0,0,FB,BRA,Direct,Corporate,1,0,0,C,C,0,No Deposit,191,750.0,0,Transient-Party,149.46,0,5,No-Show,2017-08-22
Resort Hotel,0,102,2016,October,22,18,4,7,3,0,1,FB,NLD,Online TA,Corporate,1,1,3,B,D,3,Refundable,67,744.0,17,Contract,149.46,0,0,Check-Out,2017-04-11
Resort Hotel,0,384,2016,October,48,16,1,7,2,1,0,FB,DEU,Offline TA/TO,TA/TO,0,1,4,A,G,0,Non Refund,340,894.0,2,Transient-Party,149.46,1,0,Canceled,2017-02-23
Resort Hotel,1,12,2015,July,16,21,0,8,2,2,1,Undefined,BRA,Online TA,Direct,1,0,1,B,F,0,No Deposit,313,413.0,16,Contract,149.46,1,3,No-Show,2017-11-20
Resort Hotel,0,65,2016,August,37,26,2,8,2,0,0,Undefined,USA,Online TA,Corporate,1,1,0,A,C,1,Non Refund,3,268.0,15,Group,149.46,2,1,Canceled,2017-12-05
Resort Hotel,1,221,2015,July,14,30,4,7,3,2,1,SC,NLD,Corporate,GDS,1,2,4,C,F,1,Non Refund,222,538.0,17,Transient,149.46,1,5,Check-Out,2015-07-07
Resort Hotel,0,78,2017,March,12,28,4,10,2,1,0,HB,ESP,Offline TA/TO,Direct,1,2,1,C,A,2,Refundable,47,105.0,1,Transient,149.46,0,5,No-Show,2015-03-21
Resort Hotel,1,64,2016,June,10,31,1,5,4,2,0,BB,NLD,Online TA,Corporate,0,1,3,E,B,2,Refundable,406,631.0,18,Contract,149.46,0,4,Check-Out,2015-07-04
City Hotel,0,20,2016,October,38,18,1,4,4,1,1,FB,GBR,Online TA,TA/TO,1,0,3,A,B,0,No Deposit,171,409.0,0,Transient,149.46,1,5,Canceled,2016-10-29
City Hotel,1,345,2015,November,23,28,3,3,3,0,1,BB,FRA,Corporate,Direct,0,1,2,F,D,1,No Deposit,140,550.0,6,Transient-Party,149.46,1,5,Check-Out,2017-07-07
City Hotel,0,257,2015,February,43,31,2,4,2,1,1,FB,NLD,Corporate,TA/TO,0,0,1,F,G,3,No Deposit,103,42.0,15,Group,149.46,2,1,No-Show,2016-09-15
City Hotel,1,68,2015,February,35,11,3,3,1,0,0,FB,GBR,Online TA,Corporate,1,0,3,G,A,2,Non Refund,117,759.0,0,Contract,149.46,1,3,Check-Out,2016-04-29
City Hotel,1,396,2017,May,42,9,0,7,1,2,1,SC,PRT,Online TA,Corporate,0,1,1,D,B,3,Non Refund,409,84.0,18,Transient,149.46,0,0,No-Show,2017-07-31
City Hotel,1,161,2016,October,17,9,3,2,4,0,0,Undefined,FRA,Corporate,TA/TO,1,0,4,B,C,4,Refundable,274,758.0,9,Group,149.46,0,2,Canceled,2017-12-28
City Hotel,1,50,2017,December,36,23,3,8,1,2,0,Undefined,Other,Offline TA/TO,GDS,1,2,3,E,B,3,Non Refund,23,612.0,14,Transient-Party,149.46,1,3,No-Show,2016-10-24
Resort Hotel,1,331,2015,February,24,27,0,9,4,0,0,SC,PRT,Online TA,TA/TO,1,2,1,B,A,0,Non Refund,135,220.0,14,Group,149.46,0,4,No-Show,2017-10-05
City Hotel,0,327,2017,September,28,28,1,1,3,2,0,FB,USA,Direct,Direct,0,2,0,C,F,2,Non Refund,476,135.0,10,Group,149.46,1,4,No-Show,2017-10-13
City Hotel,0,148,2016,July,49,10,1,4,3,0,0,Undefined,ITA,Online TA,GDS,0,1,3,B,A,0,Refundable,401,585.0,18,Transient,149.46,0,3,No-Show,2016-04-16
Resort Hotel,1,372,2015,September,14,8,1,9,4,1,1,BB,FRA,Online TA,GDS,0,0,3,F,A,0,No Deposit,461,790.0,5,Group,149.46,2,4,Canceled,2016-04-29
Resort Hotel,0,397,2015,July,24,25,4,10,1,1,0,HB,NLD,Direct,Direct,0,0,0,G,G,3,Refundable,329,139.0,19,Transient-Party,149.46,0,5,Canceled,2016-02-21
City Hotel,1,259,2017,September,41,21,1,9,1,2,0,FB,GBR,Offline TA/TO,Direct,1,1,1,D,B,2,Non Refund,385,55.0,3,Group,149.46,0,0,No-Show,2015-03-05
Resort Hotel,1,210,2017,December,45,12,2,4,1,0,1,SC,PRT,Offline TA/TO,Direct,0,1,3,D,A,2,No Deposit,243,272.0,19,Transient-Party,149.46,2,2,No-Show,2016-11-07
Resort Hotel,1,160,2017,January,28,23,4,10,4,1,1,HB,Other,Online TA,Corporate,1,0,1,A,F,1,Refundable,443,539.0,16,Contract,149.46,2,3,No-Show,2016-04-14
City Hotel,0,390,2016,October,31,18,3,8,3,0,0,Undefined,ESP,Offline TA/TO,Direct,0,1,0,F,A,3,Refundable,201,455.0,15,Transient,149.46,2,0,Canceled,2017-08-16
City Hotel,0,165,2017,January,36,13,3,6,4,2,0,Undefined,PRT,Corporate,Corporate,1,0,3,E,A,0,Non Refund,169,791.0,10,Transient,149.46,2,0,No-Show,2017-06-22
Resort Hotel,1,131,2017,July,35,13,2,6,1,2,1,HB,ESP,Direct,Direct,0,0,4,F,D,2,Refundable,192,848.0,0,Transient,149.46,0,5,Canceled,2017-09-21
City Hotel,0,12,2017,March,41,15,0,10,2,2,0,Undefined,GBR,Online TA,TA/TO,0,1,4,B,D,1,Refundable,39,787.0,6,Transient-Party,149.46,2,0,Check-Out,2015-08-19
Resort Hotel,1,357,2017,May,6,9,0,6,3,1,0,Undefined,USA,Corporate,GDS,0,0,3,A,D,3,Non Refund,313,104.0,1,Transient-Party,149.46,1,3,Canceled,2017-09-14
City Hotel,1,137,2016,April,3,13,0,2,1,0,1,BB,USA,Corporate,Corporate,1,2,4,B,C,4,No Deposit,150,889.0,11,Transient-Party,149.46,1,2,Canceled,2015-08-13
City Hotel,0,75,2015,December,42,29,1,8,2,0,0,Undefined,FRA,Corporate,GDS,0,0,1,B,E,2,Refundable,456,988.0,1,Transient-Party,149.46,1,0,Canceled,2017-09-12
Resort Hotel,0,84,2015,May,45,11,1,6,1,0,1,Undefined,FRA,Online TA,Corporate,0,0,4,E,D,4,Refundable,61,675.0,4,Group,149.46,1,0,Check-Out,2017-08-20
City Hotel,1,124,2016,March,28,1,1,5,2,2,0,FB,USA,Offline TA/TO,Direct,1,0,0,D,B,3,Non Refund,314,648.0,3,Transient-Party,149.46,2,1,Canceled,2015-12-05
City Hotel,1,162,2015,March,14,21,2,3,2,1,1,Undefined,FRA,Direct,Corporate,0,1,2,B,C,3,No Deposit,40,357.0,8,Transient-Party,149.46,2,3,No-Show,2015-05-29
Resort Hotel,1,95,2017,May,49,7,2,4,2,1,0,Undefined,USA,Online TA,GDS,1,0,3,A,C,1,No Deposit,90,7.0,0,Transient,149.46,2,0,Check-Out,2015-06-27
City Hotel,1,395,2016,September,3,5,4,9,2,2,0,BB,DEU,Direct,Direct,1,1,0,F,D,2,No Deposit,89,501.0,4,Group,149.46,2,3,Check-Out,2016-06-09
City Hotel,0,56,2016,October,45,8,2,2,4,1,1,SC,DEU,Direct,Direct,0,1,3,E,A,0,Non Refund,449,296.0,4,Contract,149.46,0,1,No-Show,2016-04-22
Resort Hotel,0,169,2015,May,45,7,4,7,4,1,1,FB,USA,Offline TA/TO,GDS,1,1,0,C,E,4,Non Refund,24,217.0,4,Contract,149.46,0,0,No-Show,2015-08-30
Resort Hotel,1,369,2016,July,1,16,4,3,4,1,0,FB,ITA,Corporate,TA/TO,1,0,0,G,B,2,No Deposit,397,275.0,12,Contract,149.46,0,3,No-Show,2017-03-11
Resort Hotel,1,167,2015,January,4,6,3,5,1,0,0,Undefined,GBR,Corporate,Corporate,0,2,1,F,D,3,No Deposit,416,631.0,5,Transient-Party,149.46,1,5,No-Show,2017-05-05
Resort Hotel,0,61,2017,April,2,12,0,5,4,1,1,SC,Other,Online TA,Corporate,1,1,4,F,F,4,No Deposit,326,905.0,3,Transient,149.46,0,4,No-Show,2016-07-26
Resort Hotel,0,250,2017,January,29,29,2,1,3,1,1,BB,ITA,Offline TA/TO,Direct,1,1,2,E,B,1,Refundable,44,472.0,3,Group,149.46,2,2,Check-Out,2017-12-05
Resort Hotel,1,264,2016,September,44,1,4,5,2,0,1,BB,PRT,Direct,GDS,1,2,2,A,A,0,Refundable,295,425.0,1,Transient,149.46,1,0,Canceled,2015-09-14
City Hotel,0,268,2017,May,4,19,4,7,3,1,0,HB,USA,Direct,GDS,0,2,0,F,B,0,Non Refund,259,355.0,18,Group,149.46,1,2,Canceled,2017-01-20
City Hotel,0,153,2016,August,11,6,4,6,2,1,1,SC,Other,Direct,GDS,1,0,1,E,C,2,Non Refund,217,324.0,17,Contract,149.46,2,5,Canceled,2015-09-14
Resort Hotel,0,194,2017,January,24,28,3,2,4,0,1,FB,BRA,Online TA,Direct,1,2,2,A,E,4,No Deposit,321,988.0,18,Transient-Party,149.46,2,3,No-Show,2015-09-04
City Hotel,0,217,2015,July,10,1,0,5,3,0,0,HB,NLD,Direct,GDS,0,0,0,F,E,3,Refundable,84,366.0,18,Transient-Party,149.46,1,2,No-Show,2016-12-29
City Hotel,1,54,2016,September,7,4,1,1,3,0,1,FB,GBR,Direct,GDS,0,0,0,G,C,4,No Deposit,272,47.0,1,Group,149.46,1,4,Check-Out,2015-01-09
Resort Hotel,0,128,2015,October,8,25,1,4,1,2,1,HB,DEU,Offline TA/TO,Corporate,1,1,4,B,C,3,Non Refund,443,451.0,4,Transient-Party,149.46,1,1,No-Show,2017-12-19
City Hotel,0,73,2016,February,2,7,1,3,4,0,1,SC,Other,Direct,Corporate,0,0,4,F,F,2,Non Refund,343,248.0,16,Transient,149.46,0,2,Check-Out,2015-05-30
City Hotel,1,139,2015,August,31,26,4,1,4,2,0,FB,PRT,Offline TA/TO,Corporate,1,1,1,G,A,2,Refundable,474,656.0,5,Transient-Party,149.46,0,2,Check-Out,2016-08-01
Resort Hotel,0,314,2016,December,6,9,2,7,1,2,0,FB,PRT,Offline TA/TO,GDS,1,1,1,E,D,0,Non Refund,363,205.0,9,Contract,149.46,2,0,No-Show,2015-12-14
City Hotel,0,68,2017,June,33,29,1,2,3,0,0,HB,DEU,Online TA,GDS,1,0,0,C,A,0,Refundable,452,763.0,2,Contract,149.46,0,5,Check-Out,2016-10-19
Resort Hotel,0,366,2017,June,13,12,2,6,4,2,1,Undefined,GBR,Online TA,GDS,1,1,1,B,G,4,Non Refund,88,487.0,15,Transient,149.46,2,3,Canceled,2017-11-12
Resort Hotel,1,75,2015,August,43,12,2,9,4,0,0,SC,Other,Direct,Direct,0,2,3,E,E,0,No Deposit,394,765.0,2,Transient,149.46,2,1,Check-Out,2016-11-25
City Hotel,0,22,2016,August,6,20,0,6,1,2,1,SC,USA,Direct,Direct,0,1,2,E,E,2,No Deposit,341,700.0,4,Contract,149.46,2,4,No-Show,2017-02-14
Resort Hotel,0,143,2015,May,47,13,1,7,3,2,1,SC,FRA,Corporate,Direct,0,1,3,A,E,2,Non Refund,214,505.0,16,Transient,149.46,2,5,No-Show,2017-03-29
City Hotel,1,215,2017,November,30,20,2,8,3,0,1,HB,NLD,Direct,TA/TO,1,1,0,A,C,0,Non Refund,289,709.0,12,Contract,149.46,0,5,Canceled,2016-05-21
City Hotel,0,93,2015,August,22,19,0,4,4,1,1,FB,GBR,Corporate,TA/TO,1,0,2,B,B,1,Non Refund,310,180.0,5,Transient-Party,149.46,0,2,Canceled,2017-05-17
City Hotel,1,44,2017,January,22,17,2,4,4,1,1,SC,Other,Offline TA/TO,Corporate,1,0,1,D,F,0,Non Refund,423,631.0,9,Group,149.46,0,5,Check-Out,2015-06-09
Resort Hotel,1,308,2017,July,24,19,1,4,4,1,1,Undefined,Other,Corporate,Corporate,1,2,3,D,F,3,No Deposit,97,133.0,1,Group,149.46,1,0,Canceled,2015-04-09
Resort Hotel,1,314,2016,October,17,20,0,7,3,2,0,BB,USA,Corporate,Direct,0,0,1,A,E,0,Refundable,181,603.0,4,Transient-Party,149.46,0,5,Check-Out,2015-02-21
Resort Hotel,0,147,2015,June,12,30,1,8,4,0,0,FB,USA,Offline TA/TO,GDS,0,1,1,A,G,1,Non Refund,109,283.0,13,Transient,149.46,2,4,No-Show,2016-09-16
Resort Hotel,1,223,2015,May,8,12,2,2,2,2,0,Undefined,FRA,Offline TA/TO,Corporate,1,1,2,E,F,1,Non Refund,395,178.0,6,Transient-Party,149.46,2,1,Canceled,2017-01-01
Resort Hotel,0,230,2017,May,39,30,0,1,4,0,1,SC,Other,Direct,GDS,1,0,4,E,C,1,Non Refund,161,227.0,6,Group,149.46,1,2,No-Show,2016-05-08
City Hotel,0,315,2016,February,21,26,4,6,1,1,0,FB,NLD,Direct,Direct,1,0,2,A,E,3,Refundable,316,135.0,14,Transient,149.46,2,5,Canceled,2015-06-04
Resort Hotel,1,367,2017,October,31,13,3,9,2,1,0,FB,ESP,Offline TA/TO,TA/TO,0,2,0,B,B,3,No Deposit,318,827.0,18,Transient,149.46,0,4,Check-Out,2017-02-06
City Hotel,1,294,2016,March,31,21,2,6,3,2,0,Undefined,ITA,Direct,Corporate,1,1,0,B,F,4,No Deposit,95,88.0,14,Transient-Party,149.46,1,0,Check-Out,2017-10-19
City Hotel,0,348,2016,September,12,1,3,1,4,0,0,BB,USA,Corporate,Corporate,0,2,3,E,A,4,Refundable,102,676.0,6,Contract,149.46,1,4,No-Show,2016-07-11
City Hotel,0,195,2016,April,31,26,1,1,4,0,1,BB,Other,Online TA,Direct,1,0,4,F,E,2,No Deposit,62,483.0,7,Transient-Party,149.46,1,5,Canceled,2016-12-11
